"","Year","Location","Detail","Value"
"495",2013,"Waikato District","Miscellaneous offences",77
"496",2014,"Waikato District","Homicide and related offences",5
"497",2014,"Waikato District","Acts intended to cause injury",3894
"498",2014,"Waikato District","Sexual assault and related offences",352
"499",2014,"Waikato District","Dangerous or negligent acts endangering persons",57
"500",2014,"Waikato District","Abduction, harassment and other related offences against a person",1273
"501",2014,"Waikato District","Robbery, extortion and related offences",169
"502",2014,"Waikato District","Unlawful entry with intent/burglary, break and enter",5639
"503",2014,"Waikato District","Theft and related offences",8753
"504",2014,"Waikato District","Fraud, deception and related offences",858
"505",2014,"Waikato District","Illicit drug offences",1437
"506",2014,"Waikato District","Prohibited and regulated weapons and explosives offences",498
"507",2014,"Waikato District","Property damage and environmental pollution",3065
"508",2014,"Waikato District","Public order offences",2167
"509",2014,"Waikato District","Offences against justice procedures, government security and government operations",1391
"510",2014,"Waikato District","Miscellaneous offences",84
"511",1998,"Bay Of Plenty District","Homicide and related offences",9
"512",1998,"Bay Of Plenty District","Acts intended to cause injury",2453
"513",1998,"Bay Of Plenty District","Sexual assault and related offences",259
"514",1998,"Bay Of Plenty District","Dangerous or negligent acts endangering persons",62
"515",1998,"Bay Of Plenty District","Abduction, harassment and other related offences against a person",614
"516",1998,"Bay Of Plenty District","Robbery, extortion and related offences",125
"517",1998,"Bay Of Plenty District","Unlawful entry with intent/burglary, break and enter",7117
"518",1998,"Bay Of Plenty District","Theft and related offences",16244
"519",1998,"Bay Of Plenty District","Fraud, deception and related offences",1713
"520",1998,"Bay Of Plenty District","Illicit drug offences",3585
"521",1998,"Bay Of Plenty District","Prohibited and regulated weapons and explosives offences",579
"522",1998,"Bay Of Plenty District","Property damage and environmental pollution",4155
"523",1998,"Bay Of Plenty District","Public order offences",3419
"524",1998,"Bay Of Plenty District","Offences against justice procedures, government security and government operations",1848
"525",1998,"Bay Of Plenty District","Miscellaneous offences",527
"526",1999,"Bay Of Plenty District","Homicide and related offences",15
"527",1999,"Bay Of Plenty District","Acts intended to cause injury",2211
"528",1999,"Bay Of Plenty District","Sexual assault and related offences",161
"529",1999,"Bay Of Plenty District","Dangerous or negligent acts endangering persons",42
"530",1999,"Bay Of Plenty District","Abduction, harassment and other related offences against a person",607
"531",1999,"Bay Of Plenty District","Robbery, extortion and related offences",108
"532",1999,"Bay Of Plenty District","Unlawful entry with intent/burglary, break and enter",6564
"533",1999,"Bay Of Plenty District","Theft and related offences",15539
"534",1999,"Bay Of Plenty District","Fraud, deception and related offences",1487
"535",1999,"Bay Of Plenty District","Illicit drug offences",3762
"536",1999,"Bay Of Plenty District","Prohibited and regulated weapons and explosives offences",467
"537",1999,"Bay Of Plenty District","Property damage and environmental pollution",4171
"538",1999,"Bay Of Plenty District","Public order offences",2627
"539",1999,"Bay Of Plenty District","Offences against justice procedures, government security and government operations",1541
"540",1999,"Bay Of Plenty District","Miscellaneous offences",295
"541",2000,"Bay Of Plenty District","Homicide and related offences",16
"542",2000,"Bay Of Plenty District","Acts intended to cause injury",2436
"543",2000,"Bay Of Plenty District","Sexual assault and related offences",191
"544",2000,"Bay Of Plenty District","Dangerous or negligent acts endangering persons",31
"545",2000,"Bay Of Plenty District","Abduction, harassment and other related offences against a person",563
"546",2000,"Bay Of Plenty District","Robbery, extortion and related offences",126
"547",2000,"Bay Of Plenty District","Unlawful entry with intent/burglary, break and enter",5908
"548",2000,"Bay Of Plenty District","Theft and related offences",14880
"549",2000,"Bay Of Plenty District","Fraud, deception and related offences",1669
"550",2000,"Bay Of Plenty District","Illicit drug offences",3150
"551",2000,"Bay Of Plenty District","Prohibited and regulated weapons and explosives offences",468
"552",2000,"Bay Of Plenty District","Property damage and environmental pollution",4175
"553",2000,"Bay Of Plenty District","Public order offences",2568
"554",2000,"Bay Of Plenty District","Offences against justice procedures, government security and government operations",1986
"555",2000,"Bay Of Plenty District","Miscellaneous offences",238
"556",2001,"Bay Of Plenty District","Homicide and related offences",5
"557",2001,"Bay Of Plenty District","Acts intended to cause injury",2608
"558",2001,"Bay Of Plenty District","Sexual assault and related offences",222
"559",2001,"Bay Of Plenty District","Dangerous or negligent acts endangering persons",45
"560",2001,"Bay Of Plenty District","Abduction, harassment and other related offences against a person",941
"561",2001,"Bay Of Plenty District","Robbery, extortion and related offences",114
"562",2001,"Bay Of Plenty District","Unlawful entry with intent/burglary, break and enter",5919
"563",2001,"Bay Of Plenty District","Theft and related offences",15156
"564",2001,"Bay Of Plenty District","Fraud, deception and related offences",1489
"565",2001,"Bay Of Plenty District","Illicit drug offences",2735
"566",2001,"Bay Of Plenty District","Prohibited and regulated weapons and explosives offences",505
"567",2001,"Bay Of Plenty District","Property damage and environmental pollution",4464
"568",2001,"Bay Of Plenty District","Public order offences",2881
"569",2001,"Bay Of Plenty District","Offences against justice procedures, government security and government operations",3023
"570",2001,"Bay Of Plenty District","Miscellaneous offences",120
"571",2002,"Bay Of Plenty District","Homicide and related offences",17
"572",2002,"Bay Of Plenty District","Acts intended to cause injury",2770
"573",2002,"Bay Of Plenty District","Sexual assault and related offences",210
