"","Year","Location","Detail","Value"
"1258",2013,"Central District","Public order offences",2613
"1259",2013,"Central District","Offences against justice procedures, government security and government operations",970
"1260",2013,"Central District","Miscellaneous offences",96
"1261",2014,"Central District","Homicide and related offences",4
"1262",2014,"Central District","Acts intended to cause injury",3192
"1263",2014,"Central District","Sexual assault and related offences",306
"1264",2014,"Central District","Dangerous or negligent acts endangering persons",61
"1265",2014,"Central District","Abduction, harassment and other related offences against a person",1123
"1266",2014,"Central District","Robbery, extortion and related offences",99
"1267",2014,"Central District","Unlawful entry with intent/burglary, break and enter",4540
"1268",2014,"Central District","Theft and related offences",8839
"1269",2014,"Central District","Fraud, deception and related offences",715
"1270",2014,"Central District","Illicit drug offences",1264
"1271",2014,"Central District","Prohibited and regulated weapons and explosives offences",532
"1272",2014,"Central District","Property damage and environmental pollution",3777
"1273",2014,"Central District","Public order offences",1811
"1274",2014,"Central District","Offences against justice procedures, government security and government operations",1250
"1275",2014,"Central District","Miscellaneous offences",79
"1276",1998,"Central District","Homicide and related offences",7
"1277",1998,"Central District","Acts intended to cause injury",2838
"1278",1998,"Central District","Sexual assault and related offences",241
"1279",1998,"Central District","Dangerous or negligent acts endangering persons",76
"1280",1998,"Central District","Abduction, harassment and other related offences against a person",930
"1281",1998,"Central District","Robbery, extortion and related offences",153
"1282",1998,"Central District","Unlawful entry with intent/burglary, break and enter",7053
"1283",1998,"Central District","Theft and related offences",15975
"1284",1998,"Central District","Fraud, deception and related offences",2381
"1285",1998,"Central District","Illicit drug offences",3024
"1286",1998,"Central District","Prohibited and regulated weapons and explosives offences",635
"1287",1998,"Central District","Property damage and environmental pollution",5329
"1288",1998,"Central District","Public order offences",3255
"1289",1998,"Central District","Offences against justice procedures, government security and government operations",1789
"1290",1998,"Central District","Miscellaneous offences",118
"1291",1999,"Central District","Homicide and related offences",8
"1292",1999,"Central District","Acts intended to cause injury",2752
"1293",1999,"Central District","Sexual assault and related offences",256
"1294",1999,"Central District","Dangerous or negligent acts endangering persons",84
"1295",1999,"Central District","Abduction, harassment and other related offences against a person",949
"1296",1999,"Central District","Robbery, extortion and related offences",133
"1297",1999,"Central District","Unlawful entry with intent/burglary, break and enter",7060
"1298",1999,"Central District","Theft and related offences",14689
"1299",1999,"Central District","Fraud, deception and related offences",1858
"1300",1999,"Central District","Illicit drug offences",2660
"1301",1999,"Central District","Prohibited and regulated weapons and explosives offences",668
"1302",1999,"Central District","Property damage and environmental pollution",5223
"1303",1999,"Central District","Public order offences",2999
"1304",1999,"Central District","Offences against justice procedures, government security and government operations",1967
"1305",1999,"Central District","Miscellaneous offences",173
"1306",2000,"Central District","Homicide and related offences",15
"1307",2000,"Central District","Acts intended to cause injury",2663
"1308",2000,"Central District","Sexual assault and related offences",221
"1309",2000,"Central District","Dangerous or negligent acts endangering persons",64
"1310",2000,"Central District","Abduction, harassment and other related offences against a person",899
"1311",2000,"Central District","Robbery, extortion and related offences",105
"1312",2000,"Central District","Unlawful entry with intent/burglary, break and enter",6260
"1313",2000,"Central District","Theft and related offences",13587
"1314",2000,"Central District","Fraud, deception and related offences",1531
"1315",2000,"Central District","Illicit drug offences",2353
"1316",2000,"Central District","Prohibited and regulated weapons and explosives offences",515
"1317",2000,"Central District","Property damage and environmental pollution",5062
"1318",2000,"Central District","Public order offences",2817
"1319",2000,"Central District","Offences against justice procedures, government security and government operations",2008
"1320",2000,"Central District","Miscellaneous offences",110
"1321",2001,"Central District","Homicide and related offences",14
"1322",2001,"Central District","Acts intended to cause injury",2731
"1323",2001,"Central District","Sexual assault and related offences",211
"1324",2001,"Central District","Dangerous or negligent acts endangering persons",79
"1325",2001,"Central District","Abduction, harassment and other related offences against a person",955
"1326",2001,"Central District","Robbery, extortion and related offences",116
"1327",2001,"Central District","Unlawful entry with intent/burglary, break and enter",4939
"1328",2001,"Central District","Theft and related offences",13038
"1329",2001,"Central District","Fraud, deception and related offences",1713
"1330",2001,"Central District","Illicit drug offences",2267
"1331",2001,"Central District","Prohibited and regulated weapons and explosives offences",528
"1332",2001,"Central District","Property damage and environmental pollution",4719
"1333",2001,"Central District","Public order offences",2719
"1334",2001,"Central District","Offences against justice procedures, government security and government operations",1674
"1335",2001,"Central District","Miscellaneous offences",109
"1336",2002,"Central District","Homicide and related offences",18
"1337",2002,"Central District","Acts intended to cause injury",2792
"1338",2002,"Central District","Sexual assault and related offences",238
"1339",2002,"Central District","Dangerous or negligent acts endangering persons",85
"1340",2002,"Central District","Abduction, harassment and other related offences against a person",923
"1341",2002,"Central District","Robbery, extortion and related offences",118
"1342",2002,"Central District","Unlawful entry with intent/burglary, break and enter",4831
"1343",2002,"Central District","Theft and related offences",13257
"1344",2002,"Central District","Fraud, deception and related offences",1362
"1345",2002,"Central District","Illicit drug offences",1779
"1346",2002,"Central District","Prohibited and regulated weapons and explosives offences",529
"1347",2002,"Central District","Property damage and environmental pollution",4770
"1348",2002,"Central District","Public order offences",2615
"1349",2002,"Central District","Offences against justice procedures, government security and government operations",1512
"1350",2002,"Central District","Miscellaneous offences",105
"1351",2003,"Central District","Homicide and related offences",12
"1352",2003,"Central District","Acts intended to cause injury",2868
"1353",2003,"Central District","Sexual assault and related offences",270
"1354",2003,"Central District","Dangerous or negligent acts endangering persons",121
"1355",2003,"Central District","Abduction, harassment and other related offences against a person",916
"1356",2003,"Central District","Robbery, extortion and related offences",111
"1357",2003,"Central District","Unlawful entry with intent/burglary, break and enter",4777
"1358",2003,"Central District","Theft and related offences",12515
"1359",2003,"Central District","Fraud, deception and related offences",1015
"1360",2003,"Central District","Illicit drug offences",1890
"1361",2003,"Central District","Prohibited and regulated weapons and explosives offences",568
"1362",2003,"Central District","Property damage and environmental pollution",5016
"1363",2003,"Central District","Public order offences",2665
"1364",2003,"Central District","Offences against justice procedures, government security and government operations",1575
"1365",2003,"Central District","Miscellaneous offences",133
"1366",2004,"Central District","Homicide and related offences",16
"1367",2004,"Central District","Acts intended to cause injury",2766
"1368",2004,"Central District","Sexual assault and related offences",210
"1369",2004,"Central District","Dangerous or negligent acts endangering persons",47
"1370",2004,"Central District","Abduction, harassment and other related offences against a person",752
"1371",2004,"Central District","Robbery, extortion and related offences",88
"1372",2004,"Central District","Unlawful entry with intent/burglary, break and enter",4531
"1373",2004,"Central District","Theft and related offences",10848
"1374",2004,"Central District","Fraud, deception and related offences",924
"1375",2004,"Central District","Illicit drug offences",1233
"1376",2004,"Central District","Prohibited and regulated weapons and explosives offences",477
"1377",2004,"Central District","Property damage and environmental pollution",4531
"1378",2004,"Central District","Public order offences",2098
"1379",2004,"Central District","Offences against justice procedures, government security and government operations",1323
"1380",2004,"Central District","Miscellaneous offences",250
"1381",2005,"Central District","Homicide and related offences",14
"1382",2005,"Central District","Acts intended to cause injury",2847
"1383",2005,"Central District","Sexual assault and related offences",201
"1384",2005,"Central District","Dangerous or negligent acts endangering persons",41
"1385",2005,"Central District","Abduction, harassment and other related offences against a person",787
"1386",2005,"Central District","Robbery, extortion and related offences",138
"1387",2005,"Central District","Unlawful entry with intent/burglary, break and enter",4867
"1388",2005,"Central District","Theft and related offences",11292
"1389",2005,"Central District","Fraud, deception and related offences",740
"1390",2005,"Central District","Illicit drug offences",1084
"1391",2005,"Central District","Prohibited and regulated weapons and explosives offences",496
"1392",2005,"Central District","Property damage and environmental pollution",4900
"1393",2005,"Central District","Public order offences",2061
"1394",2005,"Central District","Offences against justice procedures, government security and government operations",1119
"1395",2005,"Central District","Miscellaneous offences",144
"1396",2006,"Central District","Homicide and related offences",7
"1397",2006,"Central District","Acts intended to cause injury",2962
"1398",2006,"Central District","Sexual assault and related offences",182
"1399",2006,"Central District","Dangerous or negligent acts endangering persons",46
"1400",2006,"Central District","Abduction, harassment and other related offences against a person",868
"1401",2006,"Central District","Robbery, extortion and related offences",160
"1402",2006,"Central District","Unlawful entry with intent/burglary, break and enter",5160
"1403",2006,"Central District","Theft and related offences",11585
"1404",2006,"Central District","Fraud, deception and related offences",735
"1405",2006,"Central District","Illicit drug offences",1199
"1406",2006,"Central District","Prohibited and regulated weapons and explosives offences",580
"1407",2006,"Central District","Property damage and environmental pollution",5757
"1408",2006,"Central District","Public order offences",2245
"1409",2006,"Central District","Offences against justice procedures, government security and government operations",1260
"1410",2006,"Central District","Miscellaneous offences",273
"1411",2007,"Central District","Homicide and related offences",7
"1412",2007,"Central District","Acts intended to cause injury",3437
"1413",2007,"Central District","Sexual assault and related offences",211
"1414",2007,"Central District","Dangerous or negligent acts endangering persons",55
"1415",2007,"Central District","Abduction, harassment and other related offences against a person",871
"1416",2007,"Central District","Robbery, extortion and related offences",161
"1417",2007,"Central District","Unlawful entry with intent/burglary, break and enter",5297
"1418",2007,"Central District","Theft and related offences",10536
"1419",2007,"Central District","Fraud, deception and related offences",581
"1420",2007,"Central District","Illicit drug offences",1303
"1421",2007,"Central District","Prohibited and regulated weapons and explosives offences",590
"1422",2007,"Central District","Property damage and environmental pollution",5620
"1423",2007,"Central District","Public order offences",2262
"1424",2007,"Central District","Offences against justice procedures, government security and government operations",1545
"1425",2007,"Central District","Miscellaneous offences",286
"1426",2008,"Central District","Homicide and related offences",13
"1427",2008,"Central District","Acts intended to cause injury",3637
"1428",2008,"Central District","Sexual assault and related offences",263
"1429",2008,"Central District","Dangerous or negligent acts endangering persons",45
"1430",2008,"Central District","Abduction, harassment and other related offences against a person",931
"1431",2008,"Central District","Robbery, extortion and related offences",145
"1432",2008,"Central District","Unlawful entry with intent/burglary, break and enter",5123
"1433",2008,"Central District","Theft and related offences",9989
"1434",2008,"Central District","Fraud, deception and related offences",873
"1435",2008,"Central District","Illicit drug offences",1501
"1436",2008,"Central District","Prohibited and regulated weapons and explosives offences",593
"1437",2008,"Central District","Property damage and environmental pollution",5732
"1438",2008,"Central District","Public order offences",2518
"1439",2008,"Central District","Offences against justice procedures, government security and government operations",1590
"1440",2008,"Central District","Miscellaneous offences",293
"1441",2009,"Central District","Homicide and related offences",15
"1442",2009,"Central District","Acts intended to cause injury",3792
"1443",2009,"Central District","Sexual assault and related offences",229
"1444",2009,"Central District","Dangerous or negligent acts endangering persons",56
"1445",2009,"Central District","Abduction, harassment and other related offences against a person",944
"1446",2009,"Central District","Robbery, extortion and related offences",148
"1447",2009,"Central District","Unlawful entry with intent/burglary, break and enter",4944
"1448",2009,"Central District","Theft and related offences",9270
"1449",2009,"Central District","Fraud, deception and related offences",797
"1450",2009,"Central District","Illicit drug offences",1669
"1451",2009,"Central District","Prohibited and regulated weapons and explosives offences",609
"1452",2009,"Central District","Property damage and environmental pollution",5384
"1453",2009,"Central District","Public order offences",2918
"1454",2009,"Central District","Offences against justice procedures, government security and government operations",1398
"1455",2009,"Central District","Miscellaneous offences",141
"1456",2010,"Central District","Homicide and related offences",11
"1457",2010,"Central District","Acts intended to cause injury",3583
"1458",2010,"Central District","Sexual assault and related offences",264
"1459",2010,"Central District","Dangerous or negligent acts endangering persons",54
"1460",2010,"Central District","Abduction, harassment and other related offences against a person",928
"1461",2010,"Central District","Robbery, extortion and related offences",153
"1462",2010,"Central District","Unlawful entry with intent/burglary, break and enter",4705
"1463",2010,"Central District","Theft and related offences",9132
"1464",2010,"Central District","Fraud, deception and related offences",643
"1465",2010,"Central District","Illicit drug offences",1837
"1466",2010,"Central District","Prohibited and regulated weapons and explosives offences",548
"1467",2010,"Central District","Property damage and environmental pollution",4833
"1468",2010,"Central District","Public order offences",2939
"1469",2010,"Central District","Offences against justice procedures, government security and government operations",1313
"1470",2010,"Central District","Miscellaneous offences",141
"1471",2011,"Central District","Homicide and related offences",9
"1472",2011,"Central District","Acts intended to cause injury",3627
"1473",2011,"Central District","Sexual assault and related offences",275
"1474",2011,"Central District","Dangerous or negligent acts endangering persons",56
"1475",2011,"Central District","Abduction, harassment and other related offences against a person",903
"1476",2011,"Central District","Robbery, extortion and related offences",127
"1477",2011,"Central District","Unlawful entry with intent/burglary, break and enter",4603
"1478",2011,"Central District","Theft and related offences",8606
"1479",2011,"Central District","Fraud, deception and related offences",605
"1480",2011,"Central District","Illicit drug offences",1683
"1481",2011,"Central District","Prohibited and regulated weapons and explosives offences",528
"1482",2011,"Central District","Property damage and environmental pollution",4247
"1483",2011,"Central District","Public order offences",3003
"1484",2011,"Central District","Offences against justice procedures, government security and government operations",1216
"1485",2011,"Central District","Miscellaneous offences",105
"1486",2012,"Central District","Homicide and related offences",6
"1487",2012,"Central District","Acts intended to cause injury",3346
"1488",2012,"Central District","Sexual assault and related offences",265
"1489",2012,"Central District","Dangerous or negligent acts endangering persons",62
"1490",2012,"Central District","Abduction, harassment and other related offences against a person",855
"1491",2012,"Central District","Robbery, extortion and related offences",110
"1492",2012,"Central District","Unlawful entry with intent/burglary, break and enter",4356
"1493",2012,"Central District","Theft and related offences",8170
"1494",2012,"Central District","Fraud, deception and related offences",520
"1495",2012,"Central District","Illicit drug offences",1549
"1496",2012,"Central District","Prohibited and regulated weapons and explosives offences",613
"1497",2012,"Central District","Property damage and environmental pollution",3958
"1498",2012,"Central District","Public order offences",2598
"1499",2012,"Central District","Offences against justice procedures, government security and government operations",1078
"1500",2012,"Central District","Miscellaneous offences",89
"1501",2013,"Central District","Homicide and related offences",7
"1502",2013,"Central District","Acts intended to cause injury",3165
"1503",2013,"Central District","Sexual assault and related offences",380
"1504",2013,"Central District","Dangerous or negligent acts endangering persons",51
"1505",2013,"Central District","Abduction, harassment and other related offences against a person",1075
"1506",2013,"Central District","Robbery, extortion and related offences",102
"1507",2013,"Central District","Unlawful entry with intent/burglary, break and enter",4472
"1508",2013,"Central District","Theft and related offences",8689
"1509",2013,"Central District","Fraud, deception and related offences",583
"1510",2013,"Central District","Illicit drug offences",1297
"1511",2013,"Central District","Prohibited and regulated weapons and explosives offences",522
"1512",2013,"Central District","Property damage and environmental pollution",3984
"1513",2013,"Central District","Public order offences",2613
"1514",2013,"Central District","Offences against justice procedures, government security and government operations",970
"1515",2013,"Central District","Miscellaneous offences",96
"1516",2014,"Central District","Homicide and related offences",4
"1517",2014,"Central District","Acts intended to cause injury",3192
"1518",2014,"Central District","Sexual assault and related offences",306
"1519",2014,"Central District","Dangerous or negligent acts endangering persons",61
"1520",2014,"Central District","Abduction, harassment and other related offences against a person",1123
"1521",2014,"Central District","Robbery, extortion and related offences",99
"1522",2014,"Central District","Unlawful entry with intent/burglary, break and enter",4540
"1523",2014,"Central District","Theft and related offences",8839
"1524",2014,"Central District","Fraud, deception and related offences",715
"1525",2014,"Central District","Illicit drug offences",1264
"1526",2014,"Central District","Prohibited and regulated weapons and explosives offences",532
"1527",2014,"Central District","Property damage and environmental pollution",3777
"1528",2014,"Central District","Public order offences",1811
"1529",2014,"Central District","Offences against justice procedures, government security and government operations",1250
"1530",2014,"Central District","Miscellaneous offences",79
"1531",1998,"Tasman District","Homicide and related offences",3
"1532",1998,"Tasman District","Acts intended to cause injury",1052
"1533",1998,"Tasman District","Sexual assault and related offences",94
"1534",1998,"Tasman District","Dangerous or negligent acts endangering persons",39
"1535",1998,"Tasman District","Abduction, harassment and other related offences against a person",386
"1536",1998,"Tasman District","Robbery, extortion and related offences",38
"1537",1998,"Tasman District","Unlawful entry with intent/burglary, break and enter",1764
"1538",1998,"Tasman District","Theft and related offences",5106
"1539",1998,"Tasman District","Fraud, deception and related offences",940
"1540",1998,"Tasman District","Illicit drug offences",1531
"1541",1998,"Tasman District","Prohibited and regulated weapons and explosives offences",288
"1542",1998,"Tasman District","Property damage and environmental pollution",1907
"1543",1998,"Tasman District","Public order offences",1366
"1544",1998,"Tasman District","Offences against justice procedures, government security and government operations",379
"1545",1998,"Tasman District","Miscellaneous offences",75
"1546",1999,"Tasman District","Homicide and related offences",3
"1547",1999,"Tasman District","Acts intended to cause injury",1196
"1548",1999,"Tasman District","Sexual assault and related offences",84
"1549",1999,"Tasman District","Dangerous or negligent acts endangering persons",35
"1550",1999,"Tasman District","Abduction, harassment and other related offences against a person",417
"1551",1999,"Tasman District","Robbery, extortion and related offences",34
"1552",1999,"Tasman District","Unlawful entry with intent/burglary, break and enter",1725
"1553",1999,"Tasman District","Theft and related offences",5552
"1554",1999,"Tasman District","Fraud, deception and related offences",756
"1555",1999,"Tasman District","Illicit drug offences",1611
"1556",1999,"Tasman District","Prohibited and regulated weapons and explosives offences",282
"1557",1999,"Tasman District","Property damage and environmental pollution",2320
"1558",1999,"Tasman District","Public order offences",1483
"1559",1999,"Tasman District","Offences against justice procedures, government security and government operations",629
"1560",1999,"Tasman District","Miscellaneous offences",79
"1561",2000,"Tasman District","Homicide and related offences",5
"1562",2000,"Tasman District","Acts intended to cause injury",1175
"1563",2000,"Tasman District","Sexual assault and related offences",80
"1564",2000,"Tasman District","Dangerous or negligent acts endangering persons",35
"1565",2000,"Tasman District","Abduction, harassment and other related offences against a person",455
"1566",2000,"Tasman District","Robbery, extortion and related offences",30
"1567",2000,"Tasman District","Unlawful entry with intent/burglary, break and enter",1681
"1568",2000,"Tasman District","Theft and related offences",5830
"1569",2000,"Tasman District","Fraud, deception and related offences",676
"1570",2000,"Tasman District","Illicit drug offences",1446
"1571",2000,"Tasman District","Prohibited and regulated weapons and explosives offences",285
"1572",2000,"Tasman District","Property damage and environmental pollution",2437
"1573",2000,"Tasman District","Public order offences",1412
"1574",2000,"Tasman District","Offences against justice procedures, government security and government operations",752
"1575",2000,"Tasman District","Miscellaneous offences",61
"1576",2001,"Tasman District","Homicide and related offences",6
"1577",2001,"Tasman District","Acts intended to cause injury",1196
"1578",2001,"Tasman District","Sexual assault and related offences",94
"1579",2001,"Tasman District","Dangerous or negligent acts endangering persons",40
"1580",2001,"Tasman District","Abduction, harassment and other related offences against a person",540
"1581",2001,"Tasman District","Robbery, extortion and related offences",23
"1582",2001,"Tasman District","Unlawful entry with intent/burglary, break and enter",1459
"1583",2001,"Tasman District","Theft and related offences",5594
"1584",2001,"Tasman District","Fraud, deception and related offences",545
"1585",2001,"Tasman District","Illicit drug offences",1373
"1586",2001,"Tasman District","Prohibited and regulated weapons and explosives offences",226
"1587",2001,"Tasman District","Property damage and environmental pollution",2509
"1588",2001,"Tasman District","Public order offences",1432
"1589",2001,"Tasman District","Offences against justice procedures, government security and government operations",792
"1590",2001,"Tasman District","Miscellaneous offences",78
"1591",2002,"Tasman District","Homicide and related offences",9
"1592",2002,"Tasman District","Acts intended to cause injury",1226
"1593",2002,"Tasman District","Sexual assault and related offences",101
"1594",2002,"Tasman District","Dangerous or negligent acts endangering persons",47
"1595",2002,"Tasman District","Abduction, harassment and other related offences against a person",596
"1596",2002,"Tasman District","Robbery, extortion and related offences",21
"1597",2002,"Tasman District","Unlawful entry with intent/burglary, break and enter",1471
"1598",2002,"Tasman District","Theft and related offences",5554
"1599",2002,"Tasman District","Fraud, deception and related offences",574
"1600",2002,"Tasman District","Illicit drug offences",1443
"1601",2002,"Tasman District","Prohibited and regulated weapons and explosives offences",264
"1602",2002,"Tasman District","Property damage and environmental pollution",2695
"1603",2002,"Tasman District","Public order offences",1843
"1604",2002,"Tasman District","Offences against justice procedures, government security and government operations",790
"1605",2002,"Tasman District","Miscellaneous offences",92
"1606",2003,"Tasman District","Homicide and related offences",4
"1607",2003,"Tasman District","Acts intended to cause injury",1266
"1608",2003,"Tasman District","Sexual assault and related offences",116
"1609",2003,"Tasman District","Dangerous or negligent acts endangering persons",55
"1610",2003,"Tasman District","Abduction, harassment and other related offences against a person",648
"1611",2003,"Tasman District","Robbery, extortion and related offences",23
"1612",2003,"Tasman District","Unlawful entry with intent/burglary, break and enter",1274
"1613",2003,"Tasman District","Theft and related offences",5305
"1614",2003,"Tasman District","Fraud, deception and related offences",673
"1615",2003,"Tasman District","Illicit drug offences",1394
"1616",2003,"Tasman District","Prohibited and regulated weapons and explosives offences",277
"1617",2003,"Tasman District","Property damage and environmental pollution",3018
"1618",2003,"Tasman District","Public order offences",1814
"1619",2003,"Tasman District","Offences against justice procedures, government security and government operations",932
"1620",2003,"Tasman District","Miscellaneous offences",74
"1621",2004,"Tasman District","Homicide and related offences",6
"1622",2004,"Tasman District","Acts intended to cause injury",1380
"1623",2004,"Tasman District","Sexual assault and related offences",122
"1624",2004,"Tasman District","Dangerous or negligent acts endangering persons",53
"1625",2004,"Tasman District","Abduction, harassment and other related offences against a person",631
"1626",2004,"Tasman District","Robbery, extortion and related offences",35
"1627",2004,"Tasman District","Unlawful entry with intent/burglary, break and enter",1262
"1628",2004,"Tasman District","Theft and related offences",5127
"1629",2004,"Tasman District","Fraud, deception and related offences",578
"1630",2004,"Tasman District","Illicit drug offences",1114
"1631",2004,"Tasman District","Prohibited and regulated weapons and explosives offences",331
"1632",2004,"Tasman District","Property damage and environmental pollution",3028
"1633",2004,"Tasman District","Public order offences",1853
"1634",2004,"Tasman District","Offences against justice procedures, government security and government operations",1087
"1635",2004,"Tasman District","Miscellaneous offences",71
"1636",2005,"Tasman District","Homicide and related offences",3
"1637",2005,"Tasman District","Acts intended to cause injury",1360
"1638",2005,"Tasman District","Sexual assault and related offences",108
"1639",2005,"Tasman District","Dangerous or negligent acts endangering persons",38
"1640",2005,"Tasman District","Abduction, harassment and other related offences against a person",609
"1641",2005,"Tasman District","Robbery, extortion and related offences",49
"1642",2005,"Tasman District","Unlawful entry with intent/burglary, break and enter",1262
"1643",2005,"Tasman District","Theft and related offences",4902
"1644",2005,"Tasman District","Fraud, deception and related offences",381
"1645",2005,"Tasman District","Illicit drug offences",1082
"1646",2005,"Tasman District","Prohibited and regulated weapons and explosives offences",310
"1647",2005,"Tasman District","Property damage and environmental pollution",2619
"1648",2005,"Tasman District","Public order offences",2116
"1649",2005,"Tasman District","Offences against justice procedures, government security and government operations",932
"1650",2005,"Tasman District","Miscellaneous offences",48
"1651",2006,"Tasman District","Homicide and related offences",6
"1652",2006,"Tasman District","Acts intended to cause injury",1363
"1653",2006,"Tasman District","Sexual assault and related offences",142
"1654",2006,"Tasman District","Dangerous or negligent acts endangering persons",46
"1655",2006,"Tasman District","Abduction, harassment and other related offences against a person",604
"1656",2006,"Tasman District","Robbery, extortion and related offences",30
"1657",2006,"Tasman District","Unlawful entry with intent/burglary, break and enter",1261
"1658",2006,"Tasman District","Theft and related offences",4970
"1659",2006,"Tasman District","Fraud, deception and related offences",401
"1660",2006,"Tasman District","Illicit drug offences",1235
"1661",2006,"Tasman District","Prohibited and regulated weapons and explosives offences",301
"1662",2006,"Tasman District","Property damage and environmental pollution",3024
"1663",2006,"Tasman District","Public order offences",1966
"1664",2006,"Tasman District","Offences against justice procedures, government security and government operations",625
"1665",2006,"Tasman District","Miscellaneous offences",42
"1666",2007,"Tasman District","Homicide and related offences",3
"1667",2007,"Tasman District","Acts intended to cause injury",1619
"1668",2007,"Tasman District","Sexual assault and related offences",130
"1669",2007,"Tasman District","Dangerous or negligent acts endangering persons",42
"1670",2007,"Tasman District","Abduction, harassment and other related offences against a person",620
"1671",2007,"Tasman District","Robbery, extortion and related offences",40
"1672",2007,"Tasman District","Unlawful entry with intent/burglary, break and enter",1088
"1673",2007,"Tasman District","Theft and related offences",4769
"1674",2007,"Tasman District","Fraud, deception and related offences",402
"1675",2007,"Tasman District","Illicit drug offences",1208
"1676",2007,"Tasman District","Prohibited and regulated weapons and explosives offences",312
"1677",2007,"Tasman District","Property damage and environmental pollution",3350
"1678",2007,"Tasman District","Public order offences",2074
"1679",2007,"Tasman District","Offences against justice procedures, government security and government operations",648
"1680",2007,"Tasman District","Miscellaneous offences",75
"1681",2008,"Tasman District","Homicide and related offences",2
"1682",2008,"Tasman District","Acts intended to cause injury",1651
"1683",2008,"Tasman District","Sexual assault and related offences",139
"1684",2008,"Tasman District","Dangerous or negligent acts endangering persons",44
"1685",2008,"Tasman District","Abduction, harassment and other related offences against a person",617
"1686",2008,"Tasman District","Robbery, extortion and related offences",51
"1687",2008,"Tasman District","Unlawful entry with intent/burglary, break and enter",1264
"1688",2008,"Tasman District","Theft and related offences",5040
"1689",2008,"Tasman District","Fraud, deception and related offences",366
"1690",2008,"Tasman District","Illicit drug offences",1227
"1691",2008,"Tasman District","Prohibited and regulated weapons and explosives offences",328
"1692",2008,"Tasman District","Property damage and environmental pollution",3450
"1693",2008,"Tasman District","Public order offences",2438
"1694",2008,"Tasman District","Offences against justice procedures, government security and government operations",775
"1695",2008,"Tasman District","Miscellaneous offences",91
"1696",2009,"Tasman District","Homicide and related offences",8
"1697",2009,"Tasman District","Acts intended to cause injury",1788
"1698",2009,"Tasman District","Sexual assault and related offences",118
"1699",2009,"Tasman District","Dangerous or negligent acts endangering persons",39
"1700",2009,"Tasman District","Abduction, harassment and other related offences against a person",674
"1701",2009,"Tasman District","Robbery, extortion and related offences",46
"1702",2009,"Tasman District","Unlawful entry with intent/burglary, break and enter",1515
"1703",2009,"Tasman District","Theft and related offences",5143
"1704",2009,"Tasman District","Fraud, deception and related offences",439
"1705",2009,"Tasman District","Illicit drug offences",1711
"1706",2009,"Tasman District","Prohibited and regulated weapons and explosives offences",349
"1707",2009,"Tasman District","Property damage and environmental pollution",3428
"1708",2009,"Tasman District","Public order offences",2591
"1709",2009,"Tasman District","Offences against justice procedures, government security and government operations",867
"1710",2009,"Tasman District","Miscellaneous offences",88
"1711",2010,"Tasman District","Homicide and related offences",4
"1712",2010,"Tasman District","Acts intended to cause injury",1766
"1713",2010,"Tasman District","Sexual assault and related offences",172
"1714",2010,"Tasman District","Dangerous or negligent acts endangering persons",47
"1715",2010,"Tasman District","Abduction, harassment and other related offences against a person",619
"1716",2010,"Tasman District","Robbery, extortion and related offences",42
"1717",2010,"Tasman District","Unlawful entry with intent/burglary, break and enter",1475
"1718",2010,"Tasman District","Theft and related offences",4699
"1719",2010,"Tasman District","Fraud, deception and related offences",435
"1720",2010,"Tasman District","Illicit drug offences",1504
"1721",2010,"Tasman District","Prohibited and regulated weapons and explosives offences",313
"1722",2010,"Tasman District","Property damage and environmental pollution",2919
"1723",2010,"Tasman District","Public order offences",2551
"1724",2010,"Tasman District","Offences against justice procedures, government security and government operations",676
"1725",2010,"Tasman District","Miscellaneous offences",96
"1726",2011,"Tasman District","Homicide and related offences",4
"1727",2011,"Tasman District","Acts intended to cause injury",1751
"1728",2011,"Tasman District","Sexual assault and related offences",156
"1729",2011,"Tasman District","Dangerous or negligent acts endangering persons",30
"1730",2011,"Tasman District","Abduction, harassment and other related offences against a person",574
"1731",2011,"Tasman District","Robbery, extortion and related offences",44
"1732",2011,"Tasman District","Unlawful entry with intent/burglary, break and enter",1359
"1733",2011,"Tasman District","Theft and related offences",4269
"1734",2011,"Tasman District","Fraud, deception and related offences",281
"1735",2011,"Tasman District","Illicit drug offences",1826
"1736",2011,"Tasman District","Prohibited and regulated weapons and explosives offences",275
"1737",2011,"Tasman District","Property damage and environmental pollution",2752
"1738",2011,"Tasman District","Public order offences",2640
"1739",2011,"Tasman District","Offences against justice procedures, government security and government operations",644
"1740",2011,"Tasman District","Miscellaneous offences",90
"1741",2012,"Tasman District","Homicide and related offences",3
"1742",2012,"Tasman District","Acts intended to cause injury",1828
"1743",2012,"Tasman District","Sexual assault and related offences",127
"1744",2012,"Tasman District","Dangerous or negligent acts endangering persons",37
"1745",2012,"Tasman District","Abduction, harassment and other related offences against a person",605
"1746",2012,"Tasman District","Robbery, extortion and related offences",41
"1747",2012,"Tasman District","Unlawful entry with intent/burglary, break and enter",1280
"1748",2012,"Tasman District","Theft and related offences",4020
"1749",2012,"Tasman District","Fraud, deception and related offences",292
"1750",2012,"Tasman District","Illicit drug offences",1276
"1751",2012,"Tasman District","Prohibited and regulated weapons and explosives offences",244
"1752",2012,"Tasman District","Property damage and environmental pollution",2476
"1753",2012,"Tasman District","Public order offences",2655
"1754",2012,"Tasman District","Offences against justice procedures, government security and government operations",599
"1755",2012,"Tasman District","Miscellaneous offences",121
